Code,Browser,CLDR Short Name,category
U+23EA,⏪,fast reverse button,0
U+23EE,⏮,last track button,0
U+1F53C,🔼,upwards button,0
U+23EB,⏫,fast up button,0
U+1F53D,🔽,downwards button,0
U+23EC,⏬,fast down button,0
U+23F8,⏸,pause button,0
U+23F9,⏹,stop button,0
U+23FA,⏺,record button,0
U+23CF,⏏,eject button,0
U+1F3A6,🎦,cinema,0
U+1F505,🔅,dim button,0
U+1F506,🔆,bright button,0
U+1F4F6,📶,antenna bars,0
U+1F4F3,📳,vibration mode,0
U+1F4F4,📴,mobile phone off,0
U+2640,♀,female sign,0
U+2642,♂,male sign,0
U+26A7,⚧,transgender symbol,0
U+2716,✖,multiply,0
U+2795,➕,plus,0
U+2796,➖,minus,0
U+2797,➗,divide,0
U+1F7F0,🟰,⊛ heavy equals sign,0
U+267E,♾,infinity,0
U+203C,‼,double exclamation mark,0
U+2049,⁉,exclamation question mark,0
U+2753,❓,red question mark,0
U+2754,❔,white question mark,0
U+2755,❕,white exclamation mark,0
U+2757,❗,red exclamation mark,0
U+3030,〰,wavy dash,0
U+1F4B1,💱,currency exchange,0
U+1F4B2,💲,heavy dollar sign,0
U+2695,⚕,medical symbol,0
U+267B,♻,recycling symbol,0
U+269C,⚜,fleur-de-lis,0
U+1F531,🔱,trident emblem,0
U+1F4DB,📛,name badge,0
U+1F530,🔰,Japanese symbol for beginner,0
U+2B55,⭕,hollow red circle,0
U+2705,✅,check mark button,0
U+2611,☑,check box with check,0
U+2714,✔,check mark,0
U+274C,❌,cross mark,0
U+274E,❎,cross mark button,0
U+27B0,➰,curly loop,0
U+27BF,➿,double curly loop,0
U+303D,〽,part alternation mark,0
U+2733,✳,eight-spoked asterisk,0
U+2734,✴,eight-pointed star,0
U+2747,❇,sparkle,0
U+00A9,©,copyright,0
U+00AE,®,registered,0
U+2122,™,trade mark,0
U+0023 ,#️⃣,keycap: #,0
U+002A ,*️⃣,keycap: *,0
U+0030 ,0️⃣,keycap: 0,0
U+0031 ,1️⃣,keycap: 1,0
U+0032 ,2️⃣,keycap: 2,0
U+0033 ,3️⃣,keycap: 3,0
U+0034 ,4️⃣,keycap: 4,0
U+0035 ,5️⃣,keycap: 5,0
U+0036 ,6️⃣,keycap: 6,0
U+0037 ,7️⃣,keycap: 7,0
U+0038 ,8️⃣,keycap: 8,0
U+0039 ,9️⃣,keycap: 9,0
U+1F51F,🔟,keycap: 10,0
U+1F520,🔠,input latin uppercase,0
U+1F521,🔡,input latin lowercase,0
U+1F522,🔢,input numbers,0
U+1F523,🔣,input symbols,0
U+1F524,🔤,input latin letters,0
U+1F170,🅰,A button (blood type),0
U+1F18E,🆎,AB button (blood type),0
U+1F171,🅱,B button (blood type),0
U+1F191,🆑,CL button,0
U+1F192,🆒,COOL button,0
U+1F193,🆓,FREE button,0
U+2139,ℹ,information,0
U+1F194,🆔,ID button,0
U+24C2,Ⓜ,circled M,0
U+1F195,🆕,NEW button,0
U+1F196,🆖,NG button,0
U+1F17E,🅾,O button (blood type),0
U+1F197,🆗,OK button,0
U+1F17F,🅿,P button,0
U+1F198,🆘,SOS button,0
U+1F199,🆙,UP! button,0
U+1F19A,🆚,VS button,0
U+1F201,🈁,Japanese “here” button,0
U+1F202,🈂,Japanese “service charge” button,0
U+1F237,🈷,Japanese “monthly amount” button,0
U+1F236,🈶,Japanese “not free of charge” button,0
U+1F22F,🈯,Japanese “reserved” button,0
U+1F250,🉐,Japanese “bargain” button,0
U+1F239,🈹,Japanese “discount” button,0
U+1F21A,🈚,Japanese “free of charge” button,0
U+1F232,🈲,Japanese “prohibited” button,0
U+1F251,🉑,Japanese “acceptable” button,0
U+1F238,🈸,Japanese “application” button,0
U+1F234,🈴,Japanese “passing grade” button,0
U+1F233,🈳,Japanese “vacancy” button,0
U+3297,㊗,Japanese “congratulations” button,0
U+3299,㊙,Japanese “secret” button,0
U+1F23A,🈺,Japanese “open for business” button,0
U+1F235,🈵,Japanese “no vacancy” button,0
U+1F534,🔴,red circle,0
U+1F7E0,🟠,orange circle,0
U+1F7E1,🟡,yellow circle,0
U+1F7E2,🟢,green circle,0
U+1F535,🔵,blue circle,0
U+1F7E3,🟣,purple circle,0
U+1F7E4,🟤,brown circle,0
U+26AB,⚫,black circle,0
U+26AA,⚪,white circle,0
U+1F7E5,🟥,red square,0
U+1F7E7,🟧,orange square,0
U+1F7E8,🟨,yellow square,0
U+1F7E9,🟩,green square,0
U+1F7E6,🟦,blue square,0
U+1F7EA,🟪,purple square,0
U+1F7EB,🟫,brown square,0
U+2B1B,⬛,black large square,0
U+2B1C,⬜,white large square,0
U+25FC,◼,black medium square,0
U+25FB,◻,white medium square,0
U+25FE,◾,black medium-small square,0
U+25FD,◽,white medium-small square,0
U+25AA,▪,black small square,0
U+25AB,▫,white small square,0
U+1F536,🔶,large orange diamond,0
U+1F537,🔷,large blue diamond,0
U+1F538,🔸,small orange diamond,0
U+1F539,🔹,small blue diamond,0
U+1F53A,🔺,red triangle pointed up,0
U+1F53B,🔻,red triangle pointed down,0
U+1F4A0,💠,diamond with a dot,0
U+1F518,🔘,radio button,0
U+1F533,🔳,white square button,0
U+1F532,🔲,black square button,0
U+1F3C1,🏁,chequered flag,0
U+1F6A9,🚩,triangular flag,0
U+1F38C,🎌,crossed flags,0
U+1F3F4,🏴,black flag,0
U+1F3F3,🏳,white flag,0
U+1F3F3,🏳️‍🌈,rainbow flag,0
U+1F3F3,🏳️‍⚧️,transgender flag,0
U+1F3F4,🏴‍☠️,pirate flag,0
U+1F1E6,🇦🇨,flag: Ascension Island,0
U+1F1E6,🇦🇩,flag: Andorra,0
U+1F1E6,🇦🇪,flag: United Arab Emirates,0
U+1F1E6,🇦🇫,flag: Afghanistan,0
U+1F1E6,🇦🇬,flag: Antigua & Barbuda,0
U+1F1E6,🇦🇮,flag: Anguilla,0
U+1F1E6,🇦🇱,flag: Albania,0
U+1F1E6,🇦🇲,flag: Armenia,0
U+1F1E6,🇦🇴,flag: Angola,0
U+1F1E6,🇦🇶,flag: Antarctica,0
U+1F1E6,🇦🇷,flag: Argentina,0
U+1F1E6,🇦🇸,flag: American Samoa,0
U+1F1E6,🇦🇹,flag: Austria,0
U+1F1E6,🇦🇺,flag: Australia,0
U+1F1E6,🇦🇼,flag: Aruba,0
U+1F1E6,🇦🇽,flag: Åland Islands,0
U+1F1E6,🇦🇿,flag: Azerbaijan,0
U+1F1E7,🇧🇦,flag: Bosnia & Herzegovina,0
U+1F1E7,🇧🇧,flag: Barbados,0
U+1F1E7,🇧🇩,flag: Bangladesh,0
U+1F1E7,🇧🇪,flag: Belgium,0
U+1F1E7,🇧🇫,flag: Burkina Faso,0
U+1F1E7,🇧🇬,flag: Bulgaria,0
U+1F1E7,🇧🇭,flag: Bahrain,0
U+1F1E7,🇧🇮,flag: Burundi,0
U+1F1E7,🇧🇯,flag: Benin,0
U+1F1E7,🇧🇱,flag: St. Barthélemy,0
U+1F1E7,🇧🇲,flag: Bermuda,0
U+1F1E7,🇧🇳,flag: Brunei,0
U+1F1E7,🇧🇴,flag: Bolivia,0
U+1F1E7,🇧🇶,flag: Caribbean Netherlands,0
U+1F1E7,🇧🇷,flag: Brazil,0
U+1F1E7,🇧🇸,flag: Bahamas,0
U+1F1E7,🇧🇹,flag: Bhutan,0
U+1F1E7,🇧🇻,flag: Bouvet Island,0
U+1F1E7,🇧🇼,flag: Botswana,0
U+1F1E7,🇧🇾,flag: Belarus,0
U+1F1E7,🇧🇿,flag: Belize,0
U+1F1E8,🇨🇦,flag: Canada,0
U+1F1E8,🇨🇨,flag: Cocos (Keeling) Islands,0
U+1F1E8,🇨🇩,flag: Congo - Kinshasa,0
U+1F1E8,🇨🇫,flag: Central African Republic,0
U+1F1E8,🇨🇬,flag: Congo - Brazzaville,0
U+1F1E8,🇨🇭,flag: Switzerland,0
U+1F1E8,🇨🇮,flag: Côte d’Ivoire,0
U+1F1E8,🇨🇰,flag: Cook Islands,0
U+1F1E8,🇨🇱,flag: Chile,0
U+1F1E8,🇨🇲,flag: Cameroon,0
U+1F1E8,🇨🇳,flag: China,0
U+1F1E8,🇨🇴,flag: Colombia,0
U+1F1E8,🇨🇵,flag: Clipperton Island,0
U+1F1E8,🇨🇷,flag: Costa Rica,0
U+1F1E8,🇨🇺,flag: Cuba,0
U+1F1E8,🇨🇻,flag: Cape Verde,0
U+1F1E8,🇨🇼,flag: Curaçao,0
U+1F1E8,🇨🇽,flag: Christmas Island,0
U+1F1E8,🇨🇾,flag: Cyprus,0
U+1F1E8,🇨🇿,flag: Czechia,0
U+1F1E9,🇩🇪,flag: Germany,0
U+1F1E9,🇩🇬,flag: Diego Garcia,0
U+1F1E9,🇩🇯,flag: Djibouti,0
U+1F1E9,🇩🇰,flag: Denmark,0
U+1F1E9,🇩🇲,flag: Dominica,0
U+1F1E9,🇩🇴,flag: Dominican Republic,0
U+1F1E9,🇩🇿,flag: Algeria,0
U+1F1EA,🇪🇦,flag: Ceuta & Melilla,0
U+1F1EA,🇪🇨,flag: Ecuador,0
U+1F1EA,🇪🇪,flag: Estonia,0
U+1F1EA,🇪🇬,flag: Egypt,0
U+1F1EA,🇪🇭,flag: Western Sahara,0
U+1F1EA,🇪🇷,flag: Eritrea,0
U+1F1EA,🇪🇸,flag: Spain,0
U+1F1EA,🇪🇹,flag: Ethiopia,0
U+1F1EA,🇪🇺,flag: European Union,0
U+1F1EB,🇫🇮,flag: Finland,0
U+1F1EB,🇫🇯,flag: Fiji,0
U+1F1EB,🇫🇰,flag: Falkland Islands,0
U+1F1EB,🇫🇲,flag: Micronesia,0
U+1F1EB,🇫🇴,flag: Faroe Islands,0
U+1F1EB,🇫🇷,flag: France,0
U+1F1EC,🇬🇦,flag: Gabon,0
U+1F1EC,🇬🇧,flag: United Kingdom,0
U+1F1EC,🇬🇩,flag: Grenada,0
U+1F1EC,🇬🇪,flag: Georgia,0
U+1F1EC,🇬🇫,flag: French Guiana,0
U+1F1EC,🇬🇬,flag: Guernsey,0
U+1F1EC,🇬🇭,flag: Ghana,0
U+1F1EC,🇬🇮,flag: Gibraltar,0
U+1F1EC,🇬🇱,flag: Greenland,0
U+1F1EC,🇬🇲,flag: Gambia,0
U+1F1EC,🇬🇳,flag: Guinea,0
U+1F1EC,🇬🇵,flag: Guadeloupe,0
U+1F1EC,🇬🇶,flag: Equatorial Guinea,0
U+1F1EC,🇬🇷,flag: Greece,0
U+1F1EC,🇬🇸,flag: South Georgia & South Sandwich Islands,0
U+1F1EC,🇬🇹,flag: Guatemala,0
U+1F1EC,🇬🇺,flag: Guam,0
U+1F1EC,🇬🇼,flag: Guinea-Bissau,0
U+1F1EC,🇬🇾,flag: Guyana,0
U+1F1ED,🇭🇰,flag: Hong Kong SAR China,0
U+1F1ED,🇭🇲,flag: Heard & McDonald Islands,0
U+1F1ED,🇭🇳,flag: Honduras,0
U+1F1ED,🇭🇷,flag: Croatia,0
U+1F1ED,🇭🇹,flag: Haiti,0
U+1F1ED,🇭🇺,flag: Hungary,0
U+1F1EE,🇮🇨,flag: Canary Islands,0
U+1F1EE,🇮🇩,flag: Indonesia,0
U+1F1EE,🇮🇪,flag: Ireland,0
U+1F1EE,🇮🇱,flag: Israel,0
U+1F1EE,🇮🇲,flag: Isle of Man,0
U+1F1EE,🇮🇳,flag: India,0
U+1F1EE,🇮🇴,flag: British Indian Ocean Territory,0
U+1F1EE,🇮🇶,flag: Iraq,0
U+1F1EE,🇮🇷,flag: Iran,0
U+1F1EE,🇮🇸,flag: Iceland,0
U+1F1EE,🇮🇹,flag: Italy,0
U+1F1EF,🇯🇪,flag: Jersey,0
U+1F1EF,🇯🇲,flag: Jamaica,0
U+1F1EF,🇯🇴,flag: Jordan,0
U+1F1EF,🇯🇵,flag: Japan,0
U+1F1F0,🇰🇪,flag: Kenya,0
U+1F1F0,🇰🇬,flag: Kyrgyzstan,0
U+1F1F0,🇰🇭,flag: Cambodia,0
U+1F1F0,🇰🇮,flag: Kiribati,0
U+1F1F0,🇰🇲,flag: Comoros,0
U+1F1F0,🇰🇳,flag: St. Kitts & Nevis,0
U+1F1F0,🇰🇵,flag: North Korea,0
U+1F1F0,🇰🇷,flag: South Korea,0
U+1F1F0,🇰🇼,flag: Kuwait,0
U+1F1F0,🇰🇾,flag: Cayman Islands,0
U+1F1F0,🇰🇿,flag: Kazakhstan,0
U+1F1F1,🇱🇦,flag: Laos,0
U+1F1F1,🇱🇧,flag: Lebanon,0
U+1F1F1,🇱🇨,flag: St. Lucia,0
U+1F1F1,🇱🇮,flag: Liechtenstein,0
U+1F1F1,🇱🇰,flag: Sri Lanka,0
U+1F1F1,🇱🇷,flag: Liberia,0
U+1F1F1,🇱🇸,flag: Lesotho,0
U+1F1F1,🇱🇹,flag: Lithuania,0
U+1F1F1,🇱🇺,flag: Luxembourg,0
U+1F1F1,🇱🇻,flag: Latvia,0
U+1F1F1,🇱🇾,flag: Libya,0
U+1F1F2,🇲🇦,flag: Morocco,0
U+1F1F2,🇲🇨,flag: Monaco,0
U+1F1F2,🇲🇩,flag: Moldova,0
U+1F1F2,🇲🇪,flag: Montenegro,0
U+1F1F2,🇲🇫,flag: St. Martin,0
U+1F1F2,🇲🇬,flag: Madagascar,0
U+1F1F2,🇲🇭,flag: Marshall Islands,0
U+1F1F2,🇲🇰,flag: North Macedonia,0
U+1F1F2,🇲🇱,flag: Mali,0
U+1F1F2,🇲🇲,flag: Myanmar (Burma),0
U+1F1F2,🇲🇳,flag: Mongolia,0
U+1F1F2,🇲🇴,flag: Macao SAR China,0
U+1F1F2,🇲🇵,flag: Northern Mariana Islands,0
U+1F1F2,🇲🇶,flag: Martinique,0
U+1F1F2,🇲🇷,flag: Mauritania,0
U+1F1F2,🇲🇸,flag: Montserrat,0
U+1F1F2,🇲🇹,flag: Malta,0
U+1F1F2,🇲🇺,flag: Mauritius,0
U+1F1F2,🇲🇻,flag: Maldives,0
U+1F1F2,🇲🇼,flag: Malawi,0
U+1F1F2,🇲🇽,flag: Mexico,0
U+1F1F2,🇲🇾,flag: Malaysia,0
U+1F1F2,🇲🇿,flag: Mozambique,0
U+1F1F3,🇳🇦,flag: Namibia,0
U+1F1F3,🇳🇨,flag: New Caledonia,0
U+1F1F3,🇳🇪,flag: Niger,0
U+1F1F3,🇳🇫,flag: Norfolk Island,0
U+1F1F3,🇳🇬,flag: Nigeria,0
U+1F1F3,🇳🇮,flag: Nicaragua,0
U+1F1F3,🇳🇱,flag: Netherlands,0
U+1F1F3,🇳🇴,flag: Norway,0
U+1F1F3,🇳🇵,flag: Nepal,0
U+1F1F3,🇳🇷,flag: Nauru,0
U+1F1F3,🇳🇺,flag: Niue,0
U+1F1F3,🇳🇿,flag: New Zealand,0
U+1F1F4,🇴🇲,flag: Oman,0
U+1F1F5,🇵🇦,flag: Panama,0
U+1F1F5,🇵🇪,flag: Peru,0
U+1F1F5,🇵🇫,flag: French Polynesia,0
U+1F1F5,🇵🇬,flag: Papua New Guinea,0
U+1F1F5,🇵🇭,flag: Philippines,0
U+1F1F5,🇵🇰,flag: Pakistan,0
U+1F1F5,🇵🇱,flag: Poland,0
U+1F1F5,🇵🇲,flag: St. Pierre & Miquelon,0
U+1F1F5,🇵🇳,flag: Pitcairn Islands,0
U+1F1F5,🇵🇷,flag: Puerto Rico,0
U+1F1F5,🇵🇸,flag: Palestinian Territories,0
U+1F1F5,🇵🇹,flag: Portugal,0
U+1F1F5,🇵🇼,flag: Palau,0
U+1F1F5,🇵🇾,flag: Paraguay,0
U+1F1F6,🇶🇦,flag: Qatar,0
U+1F1F7,🇷🇪,flag: Réunion,0
U+1F1F7,🇷🇴,flag: Romania,0
U+1F1F7,🇷🇸,flag: Serbia,0
U+1F1F7,🇷🇺,flag: Russia,0
U+1F1F7,🇷🇼,flag: Rwanda,0
U+1F1F8,🇸🇦,flag: Saudi Arabia,0
U+1F1F8,🇸🇧,flag: Solomon Islands,0
U+1F1F8,🇸🇨,flag: Seychelles,0
U+1F1F8,🇸🇩,flag: Sudan,0
U+1F1F8,🇸🇪,flag: Sweden,0
U+1F1F8,🇸🇬,flag: Singapore,0
U+1F1F8,🇸🇭,flag: St. Helena,0
U+1F1F8,🇸🇮,flag: Slovenia,0
U+1F1F8,🇸🇯,flag: Svalbard & Jan Mayen,0
U+1F1F8,🇸🇰,flag: Slovakia,0
U+1F1F8,🇸🇱,flag: Sierra Leone,0
U+1F1F8,🇸🇲,flag: San Marino,0
U+1F1F8,🇸🇳,flag: Senegal,0
U+1F1F8,🇸🇴,flag: Somalia,0
U+1F1F8,🇸🇷,flag: Suriname,0
U+1F1F8,🇸🇸,flag: South Sudan,0
U+1F1F8,🇸🇹,flag: São Tomé & Príncipe,0
U+1F1F8,🇸🇻,flag: El Salvador,0
U+1F1F8,🇸🇽,flag: Sint Maarten,0
U+1F1F8,🇸🇾,flag: Syria,0
U+1F1F8,🇸🇿,flag: Eswatini,0
U+1F1F9,🇹🇦,flag: Tristan da Cunha,0
U+1F1F9,🇹🇨,flag: Turks & Caicos Islands,0
U+1F1F9,🇹🇩,flag: Chad,0
U+1F1F9,🇹🇫,flag: French Southern Territories,0
U+1F1F9,🇹🇬,flag: Togo,0
U+1F1F9,🇹🇭,flag: Thailand,0
U+1F1F9,🇹🇯,flag: Tajikistan,0
U+1F1F9,🇹🇰,flag: Tokelau,0
U+1F1F9,🇹🇱,flag: Timor-Leste,0
U+1F1F9,🇹🇲,flag: Turkmenistan,0
U+1F1F9,🇹🇳,flag: Tunisia,0
U+1F1F9,🇹🇴,flag: Tonga,0
U+1F1F9,🇹🇷,flag: Turkey,0
U+1F1F9,🇹🇹,flag: Trinidad & Tobago,0
U+1F1F9,🇹🇻,flag: Tuvalu,0
U+1F1F9,🇹🇼,flag: Taiwan,0
U+1F1F9,🇹🇿,flag: Tanzania,0
U+1F1FA,🇺🇦,flag: Ukraine,0
U+1F1FA,🇺🇬,flag: Uganda,0
U+1F1FA,🇺🇲,flag: U.S. Outlying Islands,0
U+1F1FA,🇺🇳,flag: United Nations,0
U+1F1FA,🇺🇸,flag: United States,0
U+1F1FA,🇺🇾,flag: Uruguay,0
U+1F1FA,🇺🇿,flag: Uzbekistan,0
U+1F1FB,🇻🇦,flag: Vatican City,0
U+1F1FB,🇻🇨,flag: St. Vincent & Grenadines,0
U+1F1FB,🇻🇪,flag: Venezuela,0
U+1F1FB,🇻🇬,flag: British Virgin Islands,0
U+1F1FB,🇻🇮,flag: U.S. Virgin Islands,0
U+1F1FB,🇻🇳,flag: Vietnam,0
U+1F1FB,🇻🇺,flag: Vanuatu,0
U+1F1FC,🇼🇫,flag: Wallis & Futuna,0
U+1F1FC,🇼🇸,flag: Samoa,0
U+1F1FD,🇽🇰,flag: Kosovo,0
U+1F1FE,🇾🇪,flag: Yemen,0
U+1F1FE,🇾🇹,flag: Mayotte,0
U+1F1FF,🇿🇦,flag: South Africa,0
U+1F1FF,🇿🇲,flag: Zambia,0
U+1F1FF,🇿🇼,flag: Zimbabwe,0
U+1F3F4,🏴󠁧󠁢󠁥󠁮󠁧󠁿,flag: England,0
U+1F3F4,🏴󠁧󠁢󠁳󠁣󠁴󠁿,flag: Scotland,0
U+1F3F4,🏴󠁧󠁢󠁷󠁬󠁳󠁿,flag: Wales,0
